,,2010-01-04 00:00:00
Adj Close,EDD,4.916157245635986
Adj Close,EDF,
Adj Close,EDI,
Adj Close,EDIT,
Adj Close,EDN,8.199999809265137
Adj Close,EDR,
Adj Close,EDRY,
Adj Close,EDSA,
Adj Close,EDTK,
Adj Close,EDTX,
Adj Close,EDU,18.65666961669922
Adj Close,EDUC,1.4727904796600342
Adj Close,EE,
Adj Close,EEA,5.273661136627197
Adj Close,EEFT,22.549999237060547
Adj Close,EEIQ,
Adj Close,EEX,
Adj Close,EFC,
Adj Close,EFC^A,
Adj Close,EFC^B,
Adj Close,EFHT,
Adj Close,EFHTR,
Adj Close,EFOI,33.0
Adj Close,EFR,6.722558498382568
Adj Close,EFSC,6.557504177093506
Adj Close,EFSCP,
Adj Close,EFSH,
Adj Close,EFT,6.076982498168945
Adj Close,EFTR,
Adj Close,EFTRW,
Adj Close,EFX,27.098058700561523
Adj Close,EFXT,
Adj Close,EGAN,1.0399999618530273
Adj Close,EGBN,8.962556838989258
Adj Close,EGF,9.615978240966797
Adj Close,EGGF,
Adj Close,EGHT,1.5499999523162842
Adj Close,EGIO,3.890000104904175
Adj Close,EGLE,54418.1015625
Adj Close,EGLX,
Adj Close,EGO,70.1615219116211
Adj Close,EGP,24.22865104675293
Adj Close,EGRX,
Adj Close,EGY,4.662336826324463
Adj Close,EH,
Adj Close,EHAB,
Adj Close,EHC,12.427517890930176
Adj Close,EHI,3.66841197013855
Adj Close,EHTH,16.889999389648438
Adj Close,EIC,
Adj Close,EICA,
Adj Close,EIG,12.73012638092041
Adj Close,EIGR,
Adj Close,EIM,6.2413530349731445
Adj Close,EIX,23.039257049560547
Adj Close,EJH,
Adj Close,EKSO,
Adj Close,EL,21.212467193603516
Adj Close,ELA,-2.224054469479597e-06
Adj Close,ELAN,
Adj Close,ELAT,
Adj Close,ELBM,
Adj Close,ELC,
Adj Close,ELDN,
Adj Close,ELEV,
Adj Close,ELF,
Adj Close,ELLO,6.130645275115967
Adj Close,ELMD,
Adj Close,ELME,27.350000381469727
Adj Close,ELOX,22400.0
Adj Close,ELP,5.236049175262451
Adj Close,ELS,9.1860990524292
Adj Close,ELSE,3.1206376552581787
Adj Close,ELTK,5.699999809265137
Adj Close,ELV,59.75
Adj Close,ELVT,
Adj Close,ELYM,
Adj Close,ELYS,
Adj Close,EM,
Adj Close,EMAN,1.847658395767212
Adj Close,EMBC,
Adj Close,EMBK,
Adj Close,EMBKW,
Adj Close,EMCG,
Adj Close,EMCGR,
Adj Close,EMCGU,
Adj Close,EMCGW,
Adj Close,EMD,6.526215553283691
Adj Close,EME,26.058931350708008
Adj Close,EMF,11.7786283493042
Adj Close,EMKR,2.5739073753356934
Adj Close,EML,10.190560340881348
Adj Close,EMLD,
Adj Close,EMLDU,
Adj Close,EMLDW,
Adj Close,EMN,22.810035705566406
Adj Close,EMO,
Adj Close,EMP,
Adj Close,EMR,29.9658260345459
Adj Close,EMX,2.2300000190734863
Adj Close,ENB,12.770316123962402
Adj Close,ENBA,
Adj Close,ENCP,
Adj Close,ENCPW,
Adj Close,ENER,
Adj Close,ENERR,
Adj Close,ENERW,
Adj Close,ENFN,
Adj Close,ENG,3.430000066757202
Adj Close,ENIC,
Adj Close,ENJ,
Adj Close,ENLC,3.152923822402954
Adj Close,ENLV,
Adj Close,ENO,
Adj Close,ENOB,
Adj Close,ENOV,21.308090209960938
Adj Close,ENPH,
Adj Close,ENR,
Adj Close,ENS,20.89464569091797
Adj Close,ENSC,
Adj Close,ENSG,3.6628541946411133
Adj Close,ENSV,4.364999771118164
Adj Close,ENTA,
Adj Close,ENTF,
Adj Close,ENTFU,
Adj Close,ENTFW,
Adj Close,ENTG,5.2627339363098145
Adj Close,ENTX,
Adj Close,ENV,
Adj Close,ENVA,
Adj Close,ENVB,
Adj Close,ENVX,
Adj Close,ENX,7.268829822540283
Adj Close,ENZ,5.670000076293945
Adj Close,EOCW,
Adj Close,EOD,2.8299152851104736
Adj Close,EOG,42.512420654296875
Adj Close,EOI,5.80531644821167
Adj Close,EOLS,
Adj Close,EOS,5.796079635620117
Adj Close,EOSE,
Adj Close,EOSEW,
Adj Close,EOT,10.564837455749512
Adj Close,EP,4.320000171661377
Adj Close,EPAC,18.503995895385742
Adj Close,EPAM,
Adj Close,EPC,42.99109649658203
Adj Close,EPD,7.3742876052856445
Adj Close,EPHY,
Adj Close,EPHYU,
Adj Close,EPHYW,
Adj Close,EPIX,
Adj Close,EPM,3.185511589050293
Adj Close,EPOW,
Adj Close,EPR,17.452678680419922
Adj Close,EPRT,
Adj Close,EPR^C,
Adj Close,EPR^E,
Adj Close,EPR^G,
Adj Close,EPSN,2.6500000953674316
Adj Close,EP^C,
Adj Close,EQ,
Adj Close,EQBK,
Adj Close,EQC,13.95952320098877
Adj Close,EQC^D,
Adj Close,EQH,
Adj Close,EQH^A,
Adj Close,EQH^C,
Adj Close,EQIX,88.90277099609375
Adj Close,EQNR,14.269715309143066
Adj Close,EQR,19.572845458984375
Adj Close,EQRX,
Adj Close,EQRXW,
Adj Close,EQS,3.2899999618530273
Adj Close,EQT,22.327861785888672
Adj Close,EQX,
Adj Close,ERAS,
Adj Close,ERC,4.740357875823975
Adj Close,ERES,
Adj Close,ERESW,
Adj Close,ERF,13.313690185546875
Adj Close,ERH,6.202863693237305
Adj Close,ERIC,6.48816442489624
Adj Close,ERIE,27.281028747558594
Adj Close,ERII,7.199999809265137
Adj Close,ERJ,20.259153366088867
Adj Close,ERNA,900.0
Adj Close,ERO,
Adj Close,ERYP,
Adj Close,ES,17.35378646850586
Adj Close,ESAB,
Adj Close,ESAC,
Adj Close,ESACU,
Adj Close,ESCA,1.702407717704773
Adj Close,ESE,33.561973571777344
Adj Close,ESEA,253.86090087890625
Adj Close,ESGR,73.94000244140625
Adj Close,ESGRO,
Adj Close,ESGRP,
Adj Close,ESI,
Adj Close,ESLT,48.823204040527344
Adj Close,ESM,
Adj Close,ESMT,
Adj Close,ESNT,
Adj Close,ESOA,2.685718536376953
Adj Close,ESP,10.509766578674316
Adj Close,ESPR,
Adj Close,ESQ,
Adj Close,ESRT,
Adj Close,ESS,56.954925537109375
Adj Close,ESSA,9.038301467895508
Adj Close,ESTA,
Adj Close,ESTC,
Adj Close,ESTE,8.4399995803833
Adj Close,ET,3.3923654556274414
Adj Close,ETB,5.830950736999512
Adj Close,ETD,13.710000038146973
Adj Close,ETG,5.267796993255615
Adj Close,ETI^,
Adj Close,ETJ,4.817195415496826
Adj Close,ETN,12.95036506652832
Adj Close,ETNB,
Adj Close,ETO,6.838836669921875
Adj Close,ETON,
Adj Close,ETR,48.03120803833008
Adj Close,ETRN,
Adj Close,ETSY,
Adj Close,ETV,5.067899227142334
Adj Close,ETW,4.4801836013793945
Adj Close,ETWO,
Adj Close,ETX           ,
Adj Close,ETY,4.089757442474365
Adj Close,ET^C,
Adj Close,ET^D,
Adj Close,ET^E,
Adj Close,EUCR,
Adj Close,EUCRU,
Adj Close,EUCRW,
Adj Close,EUDA,
Adj Close,EUDAW,
Adj Close,EURN,
Adj Close,EVA,
Adj Close,EVAX,
Adj Close,EVBG,
Adj Close,EVBN,7.85806131362915
Adj Close,EVC,2.2674877643585205
Adj Close,EVCM,
Adj Close,EVE,
Adj Close,EVER,
Adj Close,EVEX,
Adj Close,EVF,2.9274346828460693
Adj Close,EVG,6.72015380859375
Adj Close,EVGN,
Adj Close,EVGO,
Adj Close,EVGOW,
Adj Close,EVGR,
Adj Close,EVGRW,
Adj Close,EVH,
Adj Close,EVI,0.6234234571456909
Adj Close,EVLO,
Adj Close,EVLV,
Adj Close,EVLVW,
Adj Close,EVM,5.845412254333496
Adj Close,EVN,5.519318580627441
Adj Close,EVO,0.8294930458068848
Adj Close,EVOJ,
Adj Close,EVOJW,
Adj Close,EVOK,
Adj Close,EVOP,
Adj Close,EVR,23.405372619628906
Adj Close,EVRG,13.76528263092041
Adj Close,EVRI,7.579999923706055
Adj Close,EVT,7.115312099456787
Adj Close,EVTC,
Adj Close,EVTL,
Adj Close,EVTV,
Adj Close,EVV,5.52855920791626
Adj Close,EW,7.2891669273376465
Adj Close,EWBC,13.048983573913574
Adj Close,EWCZ,
Adj Close,EWTX,
Adj Close,EXAI,
Adj Close,EXAS,3.4000000953674316
Adj Close,EXC,17.66326904296875
Adj Close,EXD,
Adj Close,EXEL,7.5
Adj Close,EXFY,
Adj Close,EXG,3.4743456840515137
Adj Close,EXK,3.7808420658111572
Adj Close,EXLS,18.450000762939453
Adj Close,EXN,16.25
Adj Close,EXP,23.77376937866211
Adj Close,EXPD,30.135910034179688
Adj Close,EXPE,34.011905670166016
Adj Close,EXPI,
Adj Close,EXPO,6.485077381134033
Adj Close,EXPR,
Adj Close,EXR,7.784090042114258
Adj Close,EXTR,2.9000000953674316
Adj Close,EYE,
Adj Close,EYEN,
Adj Close,EYPT,36.900001525878906
Adj Close,EZFL,
Adj Close,EZGO,
Adj Close,EZPW,17.459999084472656
Adj Close,F,7.038466453552246
Adj Close,FA,
Adj Close,FACT,
Adj Close,FAF,
Adj Close,FAM,5.284784317016602
Adj Close,FAMI,
Adj Close,FANG,
Adj Close,FANH,17.179729461669922
Adj Close,FARM,19.83920669555664
Adj Close,FARO,21.899999618530273
Adj Close,FAST,7.773836135864258
Adj Close,FAT,
Adj Close,FATBB,
Adj Close,FATBP,
Adj Close,FATBW,
Adj Close,FATE,
Adj Close,FATH,
Adj Close,FATP,
Adj Close,FATPU,
Adj Close,FAX,2.3184573650360107
Adj Close,FAZE,
Adj Close,FAZEW,
Adj Close,FBIN,
Adj Close,FBIO,
Adj Close,FBIOP,
Adj Close,FBIZ,3.7256860733032227
Adj Close,FBK,
Adj Close,FBMS,6.04839563369751
Adj Close,FBNC,11.504968643188477
Adj Close,FBP,31.923542022705078
Adj Close,FBRT,
Adj Close,FBRT^E,
Adj Close,FBRX,
Adj Close,FC,6.230000019073486
Adj Close,FCAP,10.560887336730957
Adj Close,FCAX,
Adj Close,FCBC,8.536219596862793
Adj Close,FCCO,4.587111473083496
Adj Close,FCEL,578.8800048828125
Adj Close,FCF,3.3214573860168457
Adj Close,FCFS,21.081125259399414
Adj Close,FCN,47.380001068115234
Adj Close,FCNCA,160.65829467773438
Adj Close,FCNCO,
Adj Close,FCNCP,
Adj Close,FCO,3.637408494949341
Adj Close,FCPT,
Adj Close,FCRD,
Adj Close,FCRX,
Adj Close,FCT,5.2506914138793945
Adj Close,FCUV,
Adj Close,FCX,31.89490509033203
Adj Close,FDBC,7.031064510345459
Adj Close,FDEU,
Adj Close,FDMT,
Adj Close,FDP,19.07022476196289
Adj Close,FDS,57.79245376586914
Adj Close,FDUS,
Adj Close,FDX,75.2139892578125
Adj Close,FE,26.322954177856445
Adj Close,FEAM,
Adj Close,FEDU,
Adj Close,FEI           ,
Adj Close,FEIM,4.959334850311279
Adj Close,FELE,13.007527351379395
Adj Close,FEMY,
Adj Close,FEN,8.525057792663574
Adj Close,FENC,
Adj Close,FENG,
Adj Close,FERG,
Adj Close,FET,
Adj Close,FEXD,
Adj Close,FEXDR,
Adj Close,FEXDU,
Adj Close,FEXDW,
Adj Close,FF,
Adj Close,FFA,4.952681064605713
Adj Close,FFBC,9.12014102935791
Adj Close,FFBW,
Adj Close,FFC,4.930947780609131
Adj Close,FFIC,7.835560321807861
Adj Close,FFIE,
Adj Close,FFIEW,
Adj Close,FFIN,7.206988334655762
Adj Close,FFIV,53.97999954223633
Adj Close,FFNW,5.754190921783447
Adj Close,FFWM,
Adj Close,FG,
Adj Close,FGB,1.8779587745666504
Adj Close,FGBI,
Adj Close,FGBIP,
Adj Close,FGEN,
Adj Close,FGF,
Adj Close,FGFPP,
Adj Close,FGH,3.5299999713897705
Adj Close,FGI,
Adj Close,FGMC,
Adj Close,FGMCU,
Adj Close,FGMCW,
Adj Close,FHB,
Adj Close,FHI,14.706786155700684
Adj Close,FHLTU,
Adj Close,FHN,10.396388053894043
Adj Close,FHN^B,
Adj Close,FHN^C,
Adj Close,FHN^D,
Adj Close,FHN^E,
Adj Close,FHN^F,
Adj Close,FHTX,
Adj Close,FIAC,
Adj Close,FIACW,
Adj Close,FIBK,
Adj Close,FICO,21.37051010131836
Adj Close,FICV,
Adj Close,FICVU,
Adj Close,FICVW,
Adj Close,FIF,
Adj Close,FIGS,
Adj Close,FINM,
Adj Close,FINMU,
Adj Close,FINMW,
Adj Close,FINS,
Adj Close,FINV,
Adj Close,FINW,
Adj Close,FIP,
Adj Close,FIS,19.759368896484375
Adj Close,FISI,8.0662202835083
Adj Close,FISV,12.357500076293945
Adj Close,FITB,7.459672451019287
Adj Close,FITBI,
Adj Close,FITBO,
Adj Close,FITBP,
Adj Close,FIVE,
Adj Close,FIVN,
Adj Close,FIX,11.01671028137207
Adj Close,FIXX,
Adj Close,FIZZ,3.754579782485962
Adj Close,FKWL,1.1399999856948853
Adj Close,FL,7.782135009765625
Adj Close,FLAG,
Adj Close,FLC,5.765018939971924
Adj Close,FLEX,7.360000133514404
Adj Close,FLFV,
Adj Close,FLFVU,
Adj Close,FLGC,
Adj Close,FLGT,
Adj Close,FLIC,7.937662124633789
Adj Close,FLJ,
Adj Close,FLL,3.549999952316284
Adj Close,FLME,
Adj Close,FLNC,
Adj Close,FLNG,
Adj Close,FLNT,37.0
Adj Close,FLO,7.269650459289551
Adj Close,FLR,39.19012451171875
Adj Close,FLS,26.103458404541016
Adj Close,FLT,
Adj Close,FLUX,
Adj Close,FLWS,2.609999895095825
Adj Close,FLXS,7.410699367523193
Adj Close,FLYW,
Adj Close,FMAO,5.5911688804626465
Adj Close,FMBH,12.392452239990234
Adj Close,FMC,21.305709838867188
Adj Close,FMIV,
Adj Close,FMIVW,
Adj Close,FMN,7.46298360824585
Adj Close,FMNB,3.1501643657684326
Adj Close,FMS,23.01453399658203
Adj Close,FMX,40.97691345214844
Adj Close,FMY,7.646216869354248
Adj Close,FN,
Adj Close,FNA,
Adj Close,FNB,4.180078983306885
Adj Close,FNB^E,
Adj Close,FNCB,5.09618616104126
Adj Close,FNCH,
Adj Close,FND,
Adj Close,FNF,4.591430187225342
Adj Close,FNGR,
Adj Close,FNKO,
Adj Close,FNLC,8.974248886108398
Adj Close,FNV,23.252899169921875
Adj Close,FNVT,
Adj Close,FNVTU,
Adj Close,FNWB,
Adj Close,FNWD,16.741579055786133
Adj Close,FOA,
Adj Close,FOCS,
Adj Close,FOF,4.513818740844727
Adj Close,FOLD,3.8399999141693115
Adj Close,FONR,1.7000000476837158
Adj Close,FOR,21.969999313354492
Adj Close,FORA,
Adj Close,FORD,2.0299999713897705
Adj Close,FORG,
Adj Close,FORM,21.920000076293945
Adj Close,FORR,21.46634864807129
Adj Close,FORTY,8.51243782043457
Adj Close,FOSL,33.70000076293945
Adj Close,FOSLL,
Adj Close,FOUR,
Adj Close,FOX,
Adj Close,FOXA,
Adj Close,FOXF,
Adj Close,FOXO,
Adj Close,FOXW,
Adj Close,FOXWU,
Adj Close,FPAC,
Adj Close,FPAY,
Adj Close,FPF,
Adj Close,FPH,
Adj Close,FPI,
Adj Close,FPL,
Adj Close,FR,4.356100082397461
Adj Close,FRA,6.703136920928955
Adj Close,FRAF,10.526880264282227
Adj Close,FRBA,
Adj Close,FRBK,4.539999961853027
Adj Close,FRBN,
Adj Close,FRBNU,
Adj Close,FRBNW,
Adj Close,FRC,
Adj Close,FRC^H,
Adj Close,FRC^I,
Adj Close,FRC^J,
Adj Close,FRC^K,
Adj Close,FRC^L,
Adj Close,FRC^M,
Adj Close,FRC^N,
Adj Close,FRD,4.151968955993652
Adj Close,FREE,
Adj Close,FREEW,
Adj Close,FREQ,
Adj Close,FREY,
Adj Close,FRG,
Adj Close,FRGAP,
Adj Close,FRGE,
Adj Close,FRGI,
Adj Close,FRGT,
Adj Close,FRHC,
Adj Close,FRLA,
Adj Close,FRLAW,
Adj Close,FRLN,
Adj Close,FRME,4.739843368530273
Adj Close,FRMEP,
Adj Close,FRO,87.59537506103516
Adj Close,FROG,
Adj Close,FRON,
Adj Close,FRONU,
Adj Close,FRPH,26.137182235717773
Adj Close,FRPT,
Adj Close,FRSG,
Adj Close,FRSH,
Adj Close,FRST,7.098609924316406
Adj Close,FRSX,
Adj Close,FRT,44.79693603515625
Adj Close,FRTX,10741.5
Adj Close,FRT^C,
Adj Close,FRXB,
Adj Close,FRZA,
Adj Close,FSBC,
Adj Close,FSBW,
Adj Close,FSCO,
Adj Close,FSD,
Adj Close,FSEA,
Adj Close,FSFG,2.292691946029663
Adj Close,FSI,1.5233876705169678
Adj Close,FSK,
Adj Close,FSLR,135.4600067138672
Adj Close,FSLY,
Adj Close,FSM,2.240000009536743
Adj Close,FSNB,
Adj Close,FSP,6.614524841308594
Adj Close,FSR,
Adj Close,FSRX,
Adj Close,FSRXU,
Adj Close,FSS,5.50167179107666
Adj Close,FSTR,29.64727783203125
Adj Close,FSTX,
Adj Close,FSV,
Adj Close,FT,2.6871681213378906
Adj Close,FTAA,
Adj Close,FTAAW,
Adj Close,FTAI,
Adj Close,FTAIN,
Adj Close,FTAIO,
Adj Close,FTAIP,
Adj Close,FTCH,
Adj Close,FTCI,
Adj Close,FTDR,
Adj Close,FTEK,8.550000190734863
Adj Close,FTEV,
Adj Close,FTF,3.902238607406616
Adj Close,FTFT,33.20000076293945
Adj Close,FTHM,
Adj Close,FTHY,
Adj Close,FTI,15.283893585205078
Adj Close,FTII,
Adj Close,FTIIW,
Adj Close,FTK,1.350000023841858
Adj Close,FTNT,1.7999999523162842
Adj Close,FTPA,
Adj Close,FTS,
Adj Close,FTV,
Adj Close,FUBO,
Adj Close,FUL,20.41787338256836
Adj Close,FULC,
Adj Close,FULT,6.272555351257324
Adj Close,FULTP,
Adj Close,FUN,6.575379371643066
Adj Close,FUNC,5.246958255767822
Adj Close,FUND,2.9603078365325928
Adj Close,FURY,
Adj Close,FUSB,15.645169258117676
Adj Close,FUSN,
Adj Close,FUTU,
Adj Close,FUV,
Adj Close,FVCB,
Adj Close,FVRR,
Adj Close,FWBI,
Adj Close,FWONA,
Adj Close,FWONK,
Adj Close,FWRD,22.563533782958984
Adj Close,FWRG,
Adj Close,FXCO,
Adj Close,FXCOW,
Adj Close,FXLV,
Adj Close,FXNC,8.314016342163086
Adj Close,FYBR,
Adj Close,FZT,
Adj Close,F^B,
Adj Close,F^C,
Adj Close,F^D,
Adj Close,G,12.499654769897461
Adj Close,GAB,1.5129284858703613
Adj Close,GABC,8.310169219970703
Adj Close,GAB^G,
Adj Close,GAB^H,
Adj Close,GAB^K,
Adj Close,GAIA,7.324679851531982
Adj Close,GAIN,1.7373450994491577
Adj Close,GAINN,
Adj Close,GAINZ,
Adj Close,GALT,1.7400000095367432
Adj Close,GAM,12.820821762084961
Adj Close,GAMB,
Adj Close,GAMC,
Adj Close,GAMCU,
Adj Close,GAME,
Adj Close,GAM^B,
Adj Close,GAN,
Adj Close,GANX,
Adj Close,GASS,6.340000152587891
Adj Close,GATE,
Adj Close,GATEW,
Adj Close,GATO,
Adj Close,GATX,20.693836212158203
Adj Close,GAU,6.46999979019165
Adj Close,GB,
Adj Close,GBAB,
Adj Close,GBBK,
Adj Close,GBCI,9.327570915222168
Adj Close,GBDC,
Adj Close,GBIO,
Adj Close,GBLI,14.313623428344727
Adj Close,GBNH,
Adj Close,GBNY,
Adj Close,GBR,5.0
Adj Close,GBRG,
Adj Close,GBRGR,
Adj Close,GBTG,
Adj Close,GBX,8.815990447998047
Adj Close,GCBC,5.625845432281494
Adj Close,GCI,
Adj Close,GCMG,
Adj Close,GCMGW,
Adj Close,GCO,28.3799991607666
Adj Close,GCT,
Adj Close,GCTK,
Adj Close,GCV,2.0670413970947266
Adj Close,GD,51.169395446777344
Adj Close,GDDY,
Adj Close,GDEN,4.54784631729126
Adj Close,GDL,6.109461784362793
Adj Close,GDNR,
Adj Close,GDO,7.834183692932129
Adj Close,GDOT,
Adj Close,GDRX,
Adj Close,GDS,
Adj Close,GDST,
Adj Close,GDSTW,
Adj Close,GDV,6.101944446563721
Adj Close,GDV^H,
Adj Close,GDV^K,
Adj Close,GDYN,
Adj Close,GE,68.19783020019531
Adj Close,GECC,
Adj Close,GECCM,
Adj Close,GECCN,
Adj Close,GECCO,
Adj Close,GEEX,
Adj Close,GEF,34.7468376159668
Adj Close,GEG,28.68000030517578
Adj Close,GEGGL,
Adj Close,GEHC,
Adj Close,GEHI,
Adj Close,GEL,8.00544548034668
Adj Close,GEN,18.399999618530273
Adj Close,GENC,4.840000152587891
Adj Close,GENE,23.600000381469727
Adj Close,GENI,
Adj Close,GENQ,
Adj Close,GENQU,
Adj Close,GEO,6.092895984649658
Adj Close,GEOS,21.5
Adj Close,GER,
Adj Close,GERN,5.879016876220703
Adj Close,GES,25.961750030517578
Adj Close,GET,
Adj Close,GETR,
Adj Close,GETY,
Adj Close,GEVO,
Adj Close,GF,3.4460525512695312
Adj Close,GFAI,
Adj Close,GFF,10.312070846557617
Adj Close,GFGD,
Adj Close,GFGDR,
Adj Close,GFI,9.563456535339355
Adj Close,GFL,
Adj Close,GFLU,
Adj Close,GFOR,
Adj Close,GFS,
Adj Close,GFX,
Adj Close,GGAA,
Adj Close,GGAL,5.440633773803711
Adj Close,GGB,12.879646301269531
Adj Close,GGE,4.699999809265137
Adj Close,GGG,7.841925621032715
Adj Close,GGN,3.8767168521881104
Adj Close,GGN^B,
Adj Close,GGR,
Adj Close,GGROW,
Adj Close,GGT,1.8305375576019287
Adj Close,GGT^E,
Adj Close,GGT^G,
Adj Close,GGZ,
Adj Close,GH,
Adj Close,GHC,220.4689483642578
Adj Close,GHG,
Adj Close,GHI,17.610000610351562
Adj Close,GHIX,
Adj Close,GHIXU,
Adj Close,GHL,51.0206184387207
Adj Close,GHLD,
Adj Close,GHM,17.896339416503906
Adj Close,GHRS,
Adj Close,GHSI,
Adj Close,GHY,
Adj Close,GIA,
Adj Close,GIAC,
Adj Close,GIB,13.510000228881836
Adj Close,GIC,9.332212448120117
Adj Close,GIFI,19.809062957763672
Adj Close,GIGM,3.25
Adj Close,GIII,10.795000076293945
Adj Close,GIL,10.578550338745117
Adj Close,GILD,17.833606719970703
Adj Close,GILT,4.049647331237793
Adj Close,GIM,4.111772060394287
Adj Close,GIPR,
Adj Close,GIS,23.436016082763672
Adj Close,GJH,3.8692755699157715
Adj Close,GJO,14.874480247497559
Adj Close,GJP,13.722647666931152
Adj Close,GJS,13.052522659301758
Adj Close,GJT,13.20995044708252
Adj Close,GKOS,
Adj Close,GL,17.76443862915039
Adj Close,GLAD,2.6937642097473145
Adj Close,GLBE,
Adj Close,GLBS,13161.849609375
Adj Close,GLBZ,5.898374557495117
Adj Close,GLDD,6.175857067108154
Adj Close,GLDG,
Adj Close,GLG,
Adj Close,GLLI,
Adj Close,GLLIR,
Adj Close,GLLIU,
Adj Close,GLLIW,
Adj Close,GLMD,
Adj Close,GLNG,8.941780090332031
Adj Close,GLO,3.7494707107543945
Adj Close,GLOB,
Adj Close,GLOG^A,
Adj Close,GLOP,
Adj Close,GLOP^A,
Adj Close,GLOP^B,
Adj Close,GLOP^C,
Adj Close,GLP,7.637587547302246
Adj Close,GLPG,
Adj Close,GLPI,
Adj Close,GLP^A,
Adj Close,GLP^B,
Adj Close,GLQ,4.234188556671143
Adj Close,GLRE,23.969999313354492
Adj Close,GLS,
Adj Close,GLSI,
Adj Close,GLST,
Adj Close,GLSTR,
Adj Close,GLSTU,
Adj Close,GLSTW,
Adj Close,GLT,9.095636367797852
Adj Close,GLTA,
Adj Close,GLTO,
Adj Close,GLU,8.957820892333984
Adj Close,GLUE,
Adj Close,GLV,4.500768661499023
Adj Close,GLW,14.774703025817871
Adj Close,GLYC,
Adj Close,GL^D,
Adj Close,GM,
Adj Close,GMAB,1.6699999570846558
Adj Close,GMBL,
Adj Close,GMBLP,
Adj Close,GMBLW,
Adj Close,GMDA,
Adj Close,GME,1.126157522201538
Adj Close,GMED,
Adj Close,GMFI,
Adj Close,GMFIU,
Adj Close,GMGI,54000001024.0
Adj Close,GMRE,
Adj Close,GMRE^A,
Adj Close,GMS,
Adj Close,GMVD,
Adj Close,GMVDW,
Adj Close,GNE,
Adj Close,GNE^A,
Adj Close,GNFT,
Adj Close,GNK,
Adj Close,GNL,
Adj Close,GNLN,
Adj Close,GNL^A,
Adj Close,GNL^B,
Adj Close,GNPX,
Adj Close,GNRC,
Adj Close,GNS,
Adj Close,GNSS,1.3954211473464966
Adj Close,GNT,
Adj Close,GNTA,
Adj Close,GNTX,7.212912082672119
Adj Close,GNTY,
Adj Close,GNT^A,
Adj Close,GNUS,
Adj Close,GNW,12.050000190734863
Adj Close,GO,
Adj Close,GOCO,
Adj Close,GOEV,
Adj Close,GOEVW,
Adj Close,GOF,4.737127304077148
Adj Close,GOGL,36.25347137451172
Adj Close,GOGN,
Adj Close,GOGO,
Adj Close,GOL,29.508159637451172
Adj Close,GOLD,33.48765563964844
Adj Close,GOLF,
Adj Close,GOOD,5.144452095031738
Adj Close,GOODN,
Adj Close,GOODO,
Adj Close,GOOG,15.610239028930664
Adj Close,GOOGL,15.684433937072754
Adj Close,GOOS,
Adj Close,GORO,8.930987358093262
Adj Close,GOSS,
Adj Close,GOTU,
Adj Close,GOVX,
Adj Close,GP,
Adj Close,GPAC,
Adj Close,GPACU,
Adj Close,GPACW,
Adj Close,GPC,25.89368438720703
Adj Close,GPI,25.774784088134766
Adj Close,GPJA,
Adj Close,GPK,3.1731934547424316
Adj Close,GPMT,
Adj Close,GPMT^A,
Adj Close,GPN,25.566028594970703
Adj Close,GPOR,
Adj Close,GPP,
Adj Close,GPRE,13.750893592834473
Adj Close,GPRK,
Adj Close,GPRO,
Adj Close,GPS,14.319799423217773
Adj Close,GRAB,
Adj Close,GRABW,
Adj Close,GRAY,
Adj Close,GRBK,39.03394317626953
Adj Close,GRBK^A,
Adj Close,GRC,14.515257835388184
Adj Close,GRCL,
Adj Close,GRCY,
Adj Close,GRCYU,
Adj Close,GREE,39.565216064453125
Adj Close,GREEL,
Adj Close,GRF,3.0899012088775635
Adj Close,GRFS,
Adj Close,GRFX,
Adj Close,GRIL,
Adj Close,GRIN,
Adj Close,GRMN,20.026683807373047
Adj Close,GRNA,
Adj Close,GRND,
Adj Close,GRNQ,
Adj Close,GRNT,
Adj Close,GROM,
Adj Close,GROMW,
Adj Close,GROV,
Adj Close,GROW,9.074625015258789
Adj Close,GROY,
Adj Close,GRPH,
Adj Close,GRPN,
Adj Close,GRRR,
Adj Close,GRRRW,
Adj Close,GRTS,
Adj Close,GRTX,
Adj Close,GRVY,6.599999904632568
Adj Close,GRWG,
Adj Close,GRX,3.6807761192321777
Adj Close,GS,143.73355102539062
Adj Close,GSAT,0.9399999976158142
Adj Close,GSBC,15.877498626708984
Adj Close,GSBD,
Adj Close,GSD,
Adj Close,GSDWU,
Adj Close,GSDWW,
Adj Close,GSHD,
Adj Close,GSIT,4.739999771118164
Adj Close,GSK,21.582231521606445
Adj Close,GSL,9.701003074645996
Adj Close,GSL^B,
Adj Close,GSM,8.330682754516602
Adj Close,GSMG,
Adj Close,GSMGW,
Adj Close,GSQB,
Adj Close,GSQD,
Adj Close,GSRM,
Adj Close,GSRMR,
Adj Close,GSRMU,
Adj Close,GSRMW,
Adj Close,GSUN,
Adj Close,GS^A,
Adj Close,GS^C,
Adj Close,GS^D,
Adj Close,GS^J,
Adj Close,GS^K,
Adj Close,GT,13.14398193359375
Adj Close,GTAC,
Adj Close,GTACU,
Adj Close,GTBP,
Adj Close,GTE,6.079999923706055
Adj Close,GTEC,
Adj Close,GTES,
Adj Close,GTH,
Adj Close,GTHX,
Adj Close,GTIM,3.240000009536743
Adj Close,GTLB,
Adj Close,GTLS,17.030000686645508
